Ticket ID#Nome do tíquete#Status do tíquete#Data#Prioridade#Proprietário do tíquete#Fonte#Jira issue identifier#Squad Responsible#Ticket Type#Ticket Category#Ticket Subcategory#Associated Company#Associated Deal#Associated Company IDs#Associated Deal IDs
291733821#Sincronização XP - Sincronização| FFC#Closed#2021-03-03 15:30:00#Alta#Mayra Rodrigues#Chat#CUSTOMER-1990#Maguilla#Bug#Integration#Synchronization#Financas Esporte Clube#FINANCAS ESPORTE CLUBE#4304370669#1203274858.0
290320228#Sincronização XP - Sincronização | Quanto#Closed#2021-02-08 16:15:00#Alta#Mayra Rodrigues#Chat#CUSTOMER-1990#Maguilla#Bug#Integration#Synchronization#Quanto Capital#Quanto Capital#3045135714#1338507195.0
346916624#Sincronização XP - Sincronização com XP apresenta posições negativas | Vita#Canceled#2021-03-25 15:41:00#Alta#Mayra Rodrigues#Chat##Kong#Bug#Integration#Synchronization#Vita Investimentos#Vita Investimentos#4208200250#3304836457.0
290315880#Sincronização XP - Saldos divergentes | Arkad#Closed#2021-03-01 15:52:00#Alta#Mayra Rodrigues#Chat#CUSTOMER-2001, CUSTOMER-2065#Maguilla#Bug#Integration#Synchronization#Arkad Financial Advisory#Arkad Financial Advisory#5245265448#2272937099.0
327690394#Sincronização XP - Problemas com sincronização, durando mto tempo | FFC#Closed#2021-03-18 17:03:00#Alta#Mayra Rodrigues#Chat#CUSTOMER-2450#Maguilla#Consulta geral#Integration#Synchronization#Financas Esporte Clube#FINANCAS ESPORTE CLUBE#4304370669#1203274858.0
327689559#Sincronização XP - Problemas com a sincronização da XP ,não Flui!| LCO#Closed#2021-03-16 14:57:00#Alta#Gabriel Huber#Chat#CUSTOMER-2450#Maguilla#Bug#Integration#Synchronization#LCO Finances#LCO Finances#4504758388#2956387282.0
343622972#Sincronização XP - Problemas com a integração com a XP | FFC#Closed#2021-03-22 14:48:00#Média#Mayra Rodrigues#Chat##Kong#Bug#Integration#Synchronization#Financas Esporte Clube#FINANCAS ESPORTE CLUBE#4304370669#1203274858.0
301360518#Sincronização XP - não registra todos ativos | Múltiplos#Canceled#2021-03-02 17:41:00#Alta#Danilo Brito#Chat##Kong#Bug#Integration#Synchronization#Múltiplos Investimentos#Múltiplos Investimentos#3924192736#3257581204.0
365442989#Sincronização XP - Feedback - com XP | Múltiplos#Feedback#2021-04-27 15:39:00#Alta#Mayra Rodrigues#Chat##Maguilla#Feedback (negative)#Integration#Synchronization#Múltiplos Investimentos#Múltiplos Investimentos#3924192736#3257581204.0
676108828#Sincronização XP - Falha na sincronização XP, não conecta | Marcelo Muller#Closed#2021-12-02 12:09:00#Alta#Mayra Rodrigues#Chat##Kong#Consulta geral#Integration#Synchronization#Aprender para Investir - Marcelo Müller#Aprender para Investir - Marcelo Müller#5831065977#4972812600.0
673568115#Sincronização XP - Falha na sincronização XP | MNGN#Closed#2021-11-25 13:08:00#Alta#Mayra Rodrigues#Chat#CUSTOMER-4352#Maguilla#Bug#Integration#Synchronization#MNGN Consultoria#MNGN Consultoria#6988074846#6277603985.0
414160473#Sincronização XP - Falha de conexão | FMBW#Closed#2021-05-26 14:10:00#Alta#Danilo Brito#Chat##Maguilla#Bug#Integration#Synchronization#FMBW WEALTH & ADVICE#FMBW WEALTH & ADVICE#4304498607#2782111533.0
457151101#Sincronização XP - Falha ao tentar desconectar | LCO#Closed#2021-08-10 18:20:00#Alta#Danilo Brito#Chat#CUSTOMER-3309#Maguilla#Bug#Integration#Synchronization#LCO Finances#LCO Finances#4504758388#2956387282.0
741997657#Sincronização XP - Erro Sincronização - 	ERROR_PAYLOAD | Marcelo Muller#Canceled#2022-01-21 13:20:00#Alta#Mayra Rodrigues#Chat#CUSTOMER-4686#Maguilla#Bug#Integration#Synchronization#Aprender para Investir - Marcelo Müller#Aprender para Investir - Marcelo Müller#5831065977#4972812600.0
288153671#Sincronização XP - Erro de duplicação| Vita#Closed#2021-02-08 16:13:00#Alta#Danilo Brito#Chat#CUSTOMER-1973#Maguilla#Bug#Integration#Synchronization#Vita Investimentos#Vita Investimentos#4208200250#3304836457.0
296131507#Sincronização XP - Erro de duplicação -Alexsandro Souza Matos| Mapearte#Closed#2021-02-03 18:11:00#Alta#Mayra Rodrigues#Chat#CUSTOMER-1973#Maguilla#Bug#Integration#Synchronization#Mapearte Consultoria#Mapearte Consultoria#4305883245#1946218083.0
323367088#Sincronização XP - Erro ao Sincronizar -walteraugust@gmail.com  | Múltiplos#Closed#2021-03-29 15:10:00#Alta#Mayra Rodrigues#Chat#CUSTOMER-2425#Maguilla#Bug#Integration#Synchronization#Múltiplos Investimentos#Múltiplos Investimentos#3924192736#3257581204.0
323237247#Sincronização XP - Erro ao Sincronizar - vgiazzoni@gmail.com | Passer#Closed#2021-03-29 15:11:00#Alta#Mayra Rodrigues#Chat#CUSTOMER-2425#Maguilla#Bug#Integration#Synchronization#Passer Planejamento Financeiro Pessoal#Passer Planejamento Financeiro Pessoal#4208693069#2466138388.0
424868930#Sincronização XP - Erro ao conectar conta | Vita#Canceled#2021-07-15 13:57:00#Alta#Mayra Rodrigues#Chat##Maguilla#Bug#Integration#Synchronization#Vita Investimentos#Vita Investimentos#4208200250#3304836457.0
288002447#Sincronização XP - Erro ao Conectar Conta | Múltiplos#Closed#2021-01-21 19:14:00#Alta#Mayra Rodrigues#Chat#CUSTOMER-1965#Maguilla#Bug#Integration#Synchronization#Múltiplos Investimentos#Múltiplos Investimentos#3924192736#3257581204.0
296960172#Sincronização XP - Dúvida Navegação para integrar conta PJ | LCO#Closed#2021-02-03 17:37:00#Alta#Mayra Rodrigues#Chat##Maguilla#Consulta geral#Integration#Synchronization#LCO Finances#LCO Finances#4504758388#2956387282.0
315598511#Sincronização XP - Divergências XP x Gorila | LCO#Canceled#2021-03-15 14:02:00#Alta#Mayra Rodrigues#Chat##Maguilla#Bug#Integration#Synchronization#LCO Finances#LCO Finances#4504758388#2956387282.0
329333535#Sincronização XP - Dificuldade em integrar na XP e CEI | Múltiplos#Closed#2021-03-19 07:39:00#Alta#Mayra Rodrigues#Chat##Kong#Consulta geral#Integration#Synchronization#Múltiplos Investimentos#Múltiplos Investimentos#3924192736#3257581204.0
296946729#Sincronização XP - Diferenças XP x Gorila| V10#Closed#2021-03-29 15:10:00#Alta#Mayra Rodrigues#Chat#CUSTOMER-2096, CUSTOMER-2416#Maguilla#Bug#Integration#Synchronization#V10 Investimentos#V10 Investimentos#5203700411#4175634813.0
312032108#Sincronização XP - Diferença entre XP x Gorila - Marcos Mushensk | LCO#Canceled#2021-04-14 18:41:00#Alta#Mayra Rodrigues#Chat#CUSTOMER-2332#Maguilla#Bug#Integration#Synchronization#LCO Finances#LCO Finances#4504758388#2956387282.0
401763170#Sincronização XP - Desconectar carteira com a XP | Thiago Lauria#Closed#2021-05-05 14:15:00#Alta#Mayra Rodrigues#Chat##Kong#Bug#Integration#Synchronization#Thiago Lauria - Teixeira Sampaio##5221251203#
300594386#Sincronização XP - Dados faltantes | LCO#Closed#2021-02-12 12:36:00#Alta#Danilo Brito#Chat##Kong#Bug#Integration#Synchronization#LCO Finances#LCO Finances#4504758388#2956387282.0
234321208#Sincronização XP - Conta integrada não recebeu aplicação | Trax#Closed#2021-03-01 16:26:00#Alta#Fernando Yamashita#Chat#KING-1227, KING-1228, KING-1226#Kong#Bug#Integration#Synchronization#Trax Agente Autonomo de Investimentos#Trax Agente Autonomo de Investimentos#3030828185#1232923981.0
366229042#Sincronização XP - Conectar Conta - Erro de Validação | Thiago Lauria#Closed#2021-06-16 13:49:00#Alta#Mayra Rodrigues#Chat#CUSTOMER-2680#Maguilla#Bug#Integration#Synchronization#Thiago Lauria - Teixeira Sampaio##5221251203#
302709934#Sincronização XP - Cliente não conseguiu sincronizar| Passer#Closed#2021-03-29 15:11:00#Alta#Danilo Brito#Chat#CUSTOMER-2225#Maguilla#Bug#Integration#Synchronization#Passer Planejamento Financeiro Pessoal#Passer Planejamento Financeiro Pessoal#4208693069#2466138388.0
324245322#Sincronização XP - Bug com Sincronização XP, divergências de ativos | Dinant#Closed#2021-03-08 13:35:00#Alta#Mayra Rodrigues#Chat##Kong#Bug#Integration#Synchronization#Dinant#Dinant#4022008867#3078045606.0
602298376#Sincronização XP - Ativo TGAR11 não pertence a carteira | MNGN#Closed#2021-10-20 12:03:00#Alta#Danilo Brito#Chat#CUSTOMER-4093#Maguilla#Bug#Integration#Equity divergence#MNGN Consultoria#MNGN Consultoria#6988074846#6277603985.0
291003758#Sincronização XP - Após integrar desconfigurou a carteira do cliente | LCO#Closed#2021-02-04 18:20:00#Alta#Mayra Rodrigues#Chat#CUSTOMER-1990, CUSTOMER-2067#Maguilla#Bug#Integration#Synchronization#LCO Finances#LCO Finances#4504758388#2956387282.0
732691549#Sincronização XP  - Erro na Conexão | Multiplus#Closed#2022-01-13 18:02:00#Média#Mayra Rodrigues#Chat#CUSTOMER-4630#Maguilla#Bug#Integration#Synchronization#Múltiplos Investimentos#Múltiplos Investimentos#3924192736#3257581204.0
515363366#Sincronização Órama - Transferência parcial de dados na Órama | Paulo Azevedo#Closed#2021-09-02 16:46:00#Média#Gabriel Huber#Chat#CUSTOMER-3691#Maguilla#Bug#Integration#Synchronization#Paulo Ricardo Azevedo#Paulo Ricardo Azevedo#6610592272#5488363136.0
631066707#Sincronização Órama - Transferência incompleta de fundos | CTM#Closed#2021-11-24 17:14:00#Alta#Mayra Rodrigues#Chat#CUSTOMER-4185#Maguilla#Bug#Integration#Equity divergence#CTM Investimentos#CTM Investimentos - Trial#4017535072#6290372616.0
438573115#Sincronização Órama - Solicitação para entrar no teste | Oikos#Closed#2021-06-07 10:22:00#Alta#Gabriel Huber#Chat##Maguilla#Consulta geral#Integration#Synchronization#Oikos Patrimonial##5651894024#
596051772#Sincronização Órama - Saldo divergente de posições em carteira sincronizada com a Órama | Nomeno#Closed#2021-10-15 11:36:00#Alta#Mayra Rodrigues#Chat#CUSTOMER-4080#Maguilla#Bug#Integration#Equity divergence#Nomeno AAI#NOMENO#5159067734#5301582372.0
560276390#Sincronização Órama - No app o consultor esta habilitado a sincronizar | Nomeno#Closed#2021-09-20 14:31:00#Alta#Gabriel Huber#Chat##Maguilla#Bug#Integration#Synchronization#Nomeno AAI#NOMENO#5159067734#5301582372.0
481340527#Sincronização Órama - Integração foi desconectada | Vita#Closed#2021-08-10 18:21:00#Alta#Mayra Rodrigues#Chat##Maguilla#Bug#Integration#Synchronization#Vita Investimentos##4208200250#
732683914#Sincronização Órama - Falha em sincronizar com a Oráma | Performe#Waiting for fix (DEV Gorila)##Média#Gabriel Huber#Chat#CUSTOMER-4632#Maguilla#Bug#Integration#Synchronization#Grupo Performe##6684218112#
291936986#Sincronização Órama - contas que deseja integrar  | Nomeno#Canceled#2021-02-01 16:25:00#Alta#Mayra Rodrigues#Chat##Maguilla#Consulta geral#Integration#Synchronization#Nomeno AAI#NOMENO#5159067734#5301582372.0
342889036#Sincronização Órama - com a Orama | Passer#Closed#2021-07-26 13:53:00#Alta#Mayra Rodrigues#Chat##Maguilla#Consulta geral#Integration#Synchronization#Passer Planejamento Financeiro Pessoal#Passer Planejamento Financeiro Pessoal#4208693069#2466138388.0
343637835#Sincronização Órama - com a Orama | Passer#Closed#2021-06-14 17:26:00#Alta#Mayra Rodrigues#Chat##Maguilla#Consulta geral#Integration#Synchronization#Passer Planejamento Financeiro Pessoal#Passer Planejamento Financeiro Pessoal#4208693069#2466138388.0
441315877#Sincronização Órama - com a Órama | Oikos#Closed#2021-06-07 14:56:00#Alta#Gabriel Huber#Chat##Kong#Consulta geral#Integration#Synchronization#Oikos Patrimonial#Oikos Consultoria Patrimonial#5651894024#1589064958.0
337548708#Sincronização Órama - com a Orama | Nomeno#Closed#2021-06-14 17:26:00#Alta#Mayra Rodrigues#Chat##Maguilla#Consulta geral#Integration#Synchronization#Nomeno AAI#NOMENO#5159067734#5301582372.0
443459340#Sincronização Órama - com a Órama | Investis#Closed#2021-06-10 10:34:00#Alta#Mayra Rodrigues#Chat##Maguilla#Consulta geral#Integration#Synchronization#Investis Capital#Investis Capital - Cross-Sell#2627285667#7741047438.0
729548708#Sincronização Órama - Carteira sincronizada com a órama não atualiza os trades | Nomeno#Waiting for fix (DEV Gorila)##Alta#Mayra Rodrigues#Chat#CUSTOMER-4611#Maguilla#Bug#Integration#Synchronization#Nomeno AAI#NOMENO#5159067734#5301582372.0
447079544#Sincronização Órama - Ativos sumiram | Vita#Closed#2021-07-07 16:13:00#Alta#Mayra Rodrigues#Chat#CUSTOMER-3201#Maguilla#Bug#Integration#Synchronization#Vita Investimentos#Vita Investimentos#4208200250#3304836457.0
234322073#Sincronização Genial - Valor desconhecido na conta integrada | Trax#Closed#2021-03-03 12:11:00#Alta#Fernando Yamashita#Chat#CUSTOMER-1645, CUSTOMER-1646, CUSTOMER-1643, CUSTOMER-1644#Kong#Bug#Integration#Synchronization#Trax Agente Autonomo de Investimentos#Trax Agente Autonomo de Investimentos#3030828185#1232923981.0
296353588#Sincronização Genial - Trades não aparecem | AMG#Closed#2021-03-03 12:14:00#Alta#Gabriela Moreira#Chat#CUSTOMER-2082#Maguilla#Bug#Integration#Synchronization#AMG Capital#AMG Capital#4086257998#2917320152.0
452889964#Sincronização Genial - Solicitação para fazer a sincronização interna com a Genial | WD#Closed#2021-06-21 18:10:00#Alta#Gabriel Huber#Chat##Kong#Consulta geral#Integration#Synchronization#WD Adviser#WD Adviser - Trial#4208656905#2898370018.0
266057492#Sincronização Genial - Rentabilidade Tiago Silveira de Faria | Fragata#Canceled#2021-03-02 15:39:00#Alta#Silas Figueiredo (Deactivated User)#E-mail##Maguilla#Consulta geral#Integration#Synchronization#FRAGATA INVESTIMENTOS##4372528948#
240845782#Sincronização Genial - Preços para os recibos de mesmo símbolo estão diferentes numa mesma carteira.| AMG#Closed#2021-03-02 17:27:00#Alta#Fernando Yamashita#Chat#CUSTOMER-1425#Grodd#Bug#Integration#Synchronization#AMG Capital#AMG Capital#4086257998#2917320152.0
285294594#Sincronização Genial - Preço Médio | W1#Closed#2021-05-10 16:12:00#Alta#Mayra Rodrigues#Telefone##Kong#Bug#Integration#Synchronization#W1 Capital#W1 Capital#4137515385#2388809751.0
486599840#Sincronização Genial - Falha na sincronizar com a Genial | Saúde Financeira#Closed#2021-08-31 11:05:00#Alta#Danilo Brito#Chat#CUSTOMER-3234#Maguilla#Bug#Integration#Synchronization#Saúde Financeira#Saúde Financeira - Lucas Leite#6019424428#5301600331.0
449056035#Sincronização Genial - Falha na sincronizar com a Genial | Saúde Financeira#Closed#2021-08-31 11:05:00#Alta#Mayra Rodrigues#Chat#CUSTOMER-3234#Maguilla#Bug#Integration#Synchronization#Saúde Financeira#Saúde Financeira - Lucas Leite#6019424428#5301600331.0
630663556#Sincronização Genial - Falha na sincronização Genial | LCO#Closed#2021-10-26 10:26:00#Baixa#Gabriel Huber#Chat##Maguilla#Bug#Integration#Synchronization#LCO Finances#LCO Finances#4504758388#2956387282.0
482226761#Sincronização Genial - Falha na ressincronizar com a Genial  | Gorila#Closed#2021-08-30 10:51:00#Alta#Danilo Brito#Chat#CUSTOMER-3476#Maguilla#Bug#Integration#Synchronization#Gorila Invest#GorilaPRO GorilaPRO#2629539118#4222297360.0
340802069#Sincronização Genial - Dúvida Navegaçãos com sincronização da Genial | WD#Closed#2021-03-17 11:50:00#Alta#Gabriel Huber#Chat##Kong#Consulta geral#Integration#Synchronization#WD Adviser#WD Adviser - Trial#4208656905#2898370018.0
296367077#Sincronização Genial - Diferença de caixa em +700 mil reais | AMG#Closed#2021-02-05 14:23:00#Alta#Gabriela Moreira#Chat##Maguilla#Bug#Integration#Synchronization#AMG Capital#AMG Capital#4086257998#2917320152.0
301298139#Sincronização Genial - Carteira não bate com Extrato Genial | Vêneto#Closed#2021-03-31 16:34:00#Alta#Mayra Rodrigues#Chat#CUSTOMER-2273#Maguilla#Consulta geral#Integration#Synchronization#Vêneto Family Office#Vêneto Family Office#5008084980#3602594113.0
343617598#Sincronização Genial - Bugs com a sincronização Genial, divergência no saldo | AMG#Closed#2021-04-07 18:14:00#Alta#Fernando Yamashita#E-mail##Kong#Bug#Integration#Synchronization#AMG Capital#AMG Capital#4086257998#2917320152.0
343610497#Sincronização Genial - Bugs com a sincronização Genial, divergência no saldo | AMG#Closed#2021-07-26 13:53:00#Alta#Fernando Yamashita#E-mail##Kong#Bug#Integration#Synchronization#AMG Capital#AMG Capital#4086257998#2917320152.0
343610448#Sincronização Genial - Bugs com a sincronização Genial, divergência na qtd de fundos | AMG#Closed#2021-04-07 18:14:00#Alta#Fernando Yamashita#E-mail##Kong#Bug#Integration#Synchronization#AMG Capital#AMG Capital#4086257998#2917320152.0
330134566#Sincronização Genial - Após integral com a Genial o ativo CRI 20F0704753 não entrou na carteira o B2C | Vêneto#Closed#2021-03-10 11:12:00#Alta#Mayra Rodrigues#Chat##Kong#Bug#Integration#Synchronization#Vêneto Family Office#Vêneto Family Office#5008084980#3602594113.0
548844968#Sincronização Genial - Ajuste de saldo divergente | WD#Closed#2021-12-21 13:07:00#Alta#Gabriel Huber#Chat#GRODD-1352#Maguilla#Consulta geral#Financial Product#Synchronization#WD Adviser#WD Adviser - Trial#4208656905#2898370018.0
566669229#Sincronização Foxbit - Falha em sincronizar com a Foxbit | Kaliska#Waiting for fix (Partner)##Alta#Danilo Brito#Chat#CUSTOMER-3964#Maguilla#Bug#Integration#Synchronization#Kaliska Invest#Kaliska Invest#5198005018#5301600327.0
241279506#Sincronização Foxbit - Cliente não consegue sincronizar.| Múltiplos#Closed#2021-04-15 17:38:00#Alta#Mayra Rodrigues#Chat#CUSTOMER-1343#Maguilla#Bug#Integration#Synchronization#Múltiplos Investimentos#Múltiplos Investimentos#3924192736#3257581204.0
687325457#Sincronização CEI- Subir backup de movimentações devido falha na sincronização com CEI  | V10#Closed#2022-01-31 18:22:00#Alta#Mayra Rodrigues#Chat#CUSTOMER-4416, CUSTOMER-4419#Ham#Bug#Integration#Synchronization#V10 Investimentos#V10 Investimentos#5203700411#4175634813.0
687195986#Sincronização CEI-  As movimentações manuais foram excluídas após fazer novamente a sincronizaçãoI  | V10#Waiting for fix (DEV Gorila)##Alta#Mayra Rodrigues#Chat#CUSTOMER-4417#Maguilla#Bug#Integration#Database / Backup#V10 Investimentos#V10 Investimentos#5203700411#4175634813.0
733983786#Sincronização CEI-  As movimentações manuais foram excluídas após fazer novamente a sincronização | Mapearte#Closed#2022-01-11 15:29:00#Média#Mayra Rodrigues#Chat##Maguilla#Bug#Integration#Synchronization#Mapearte Consultoria#Mapearte Consultoria#4305883245#1946218083.0
742279429#Sincronização CEI-  Ajuste da Carteira com Backup| Mapearte#Waiting for information (B2B)##Média#Mayra Rodrigues#Chat##Ham#Bug#Integration#Database / Backup#Mapearte Consultoria#Mapearte Consultoria#4305883245#1946218083.0
736816267#Sincronização CEI -Erro na integração - Status ERROR_UNEXPECTED | Mapearte#Closed#2022-01-18 16:48:00#Alta#Mayra Rodrigues#Chat#CUSTOMER-4662#Maguilla#Bug#Integration#Synchronization#Mapearte Consultoria##4305883245#
735338081#Sincronização CEI -As movimentações manuais foram excluídas após fazer novamente a sincronização | Júlio investing#Closed#2022-01-21 12:08:00#Média#Mayra Rodrigues#Chat#CUSTOMER-4430#Maguilla#Bug#Integration#Synchronization#Júlio Investing#Júlio Investing#4447434901#2741101756.0
283717013#Sincronização CEI - Tentativa de conexão com o CEI. | Inst. Invest#Closed#2021-01-18 19:00:00#Alta#Mayra Rodrigues#Chat##Maguilla#Bug#Integration#Synchronization#Instituto de Investimentos#Instituto de Investimentos#3382732361#1889531402.0
708405383#Sincronização CEI - Sincronização com CEI trás informações divergentes de posições, saldo e ativos | LCO#Waiting for fix (DEV Gorila)##Alta#Mayra Rodrigues#Chat#CUSTOMER-4502#Ham#Bug#Integration#Synchronization#LCO Finances#LCO Finances#4504758388#2956387282.0
677772462#Sincronização CEI - Sincronização com CEI trás ativos divergentes   | V10#Closed#2021-12-08 13:53:00#Baixa#Mayra Rodrigues#Chat#CUSTOMER-4381#Maguilla#Bug#Integration#Synchronization#V10 Investimentos#V10 Investimentos#5203700411#4175634813.0
307862809#Sincronização CEI - Saldo em quantidade sobrando após Resgate total - THRA11 e ABCP11 | Passer#Closed#2021-02-24 17:31:00#Alta#Mayra Rodrigues#Chat##Maguilla#Consulta geral#Integration#Synchronization#Passer Planejamento Financeiro Pessoal#Passer Planejamento Financeiro Pessoal#4208693069#2466138388.0
705864789#Sincronização CEI - Saldo divergente | V10#Closed#2021-12-15 11:13:00#Alta#Mayra Rodrigues#Chat##Kong#Bug#Integration#Synchronization#V10 Investimentos#V10 Investimentos#5203700411#4175634813.0
643002628#Sincronização CEI - Saldo divergente devido a exercicios de opções | LCO#Closed#2021-11-05 14:42:00#Alta#Danilo Brito#Chat#CUSTOMER-4244#Maguilla#Bug#Integration#Divergent PU#LCO Finances#LCO Finances#4504758388#2956387282.0
602618471#Sincronização CEI - Saldo divergente carteira sincronizada apresenta divergência  na posição | Allexois#Closed#2021-10-28 16:51:00#Alta#Mayra Rodrigues#Chat##Maguilla#Bug#Integration#Equity divergence#ALLEXOIS#ALLEXOIS#5130678545#3632101460.0
636796553#Sincronização CEI - Saldo divergente carteira Marisa | Allexois#Closed#2021-11-18 14:40:00#Alta#Gabriel Huber#Chat#CUSTOMER-4221#Maguilla#Bug#Integration#Equity divergence#ALLEXOIS#ALLEXOIS#5130678545#3632101460.0
636785757#Sincronização CEI - Saldo divergente carteira André | Allexois#Closed#2021-11-18 14:40:00#Alta#Gabriel Huber#Chat#CUSTOMER-4222#Maguilla#Bug#Integration#Equity divergence#ALLEXOIS#ALLEXOIS#5130678545#3632101460.0
549872755#Sincronização CEI - Saldo Divergente - Patrimonio maior no cliente | Passer#Closed#2021-09-03 16:57:00#Média#Mayra Rodrigues#Chat##Kong#Consulta geral#Integration#Synchronization#Passer Planejamento Financeiro Pessoal#Passer Planejamento Financeiro Pessoal#4208693069#2466138388.0
462656080#Sincronização CEI - Quantidade Negativa | V10#Closed#2021-06-30 12:28:00#Alta#Mayra Rodrigues#Chat##Kong#Bug#Integration#Synchronization#V10 Investimentos##5203700411#
429663045#Sincronização CEI - Quantidade negativa | LCO#Closed#2021-06-01 12:41:00#Alta#Gabriel Huber#Chat##Kong#Consulta geral#Integration#Synchronization#LCO Finances##4504758388#
